max_power,trm_len_6,engine_type_dissel,low_education_ind_0.0,marital_status_M,time_of_week_driven_weekday,time_driven_6am - 12pm,gender_F,veh_age_1,area_B,veh_age_4,veh_body_STNWG,agecat_3,area_A,veh_color_black,area_D,agecat_1,engine_type_hybrid,veh_color_yellow,agecat_2,veh_color_red,time_driven_6pm - 12am,veh_body_COUPE,veh_body_RDSTR,veh_body_UTE,veh_body_CONVT,driving_history_score,veh_body_HDTOP,veh_color_brown,claim_amt,claim_cnt,claim_sev,claim_freq,sample
119,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,73.0,0,0,0.0,0,,0.0,1|bld
157,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0.0,0,,0.0,1|bld
143,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
141,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
185,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
165,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0.0,0,,0.0,1|bld
126,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0.0,0,,0.0,1|bld
144,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
130,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
109,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.0,0,0,0.0,0,,0.0,1|bld
194,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
98,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
72,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0.0,0,,0.0,1|bld
96,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
232,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74.0,0,0,0.0,0,,0.0,1|bld
131,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
281,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
167,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
87,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
166,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,0,0,0.0,0,,0.0,1|bld
191,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
183,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
124,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0,0,0,0.0,0,,0.0,1|bld
150,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
144,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58.0,0,1,0.0,0,,0.0,1|bld
145,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,83.0,0,0,0.0,0,,0.0,1|bld
87,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
230,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,77.0,0,0,0.0,0,,0.0,1|bld
151,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
131,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
180,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.0,0,0,0.0,0,,0.0,1|bld
142,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
125,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
166,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0,0,0,0.0,0,,0.0,1|bld
94,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,0,0,0.0,0,,0.0,1|bld
191,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
180,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
134,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,65.0,0,0,0.0,0,,0.0,1|bld
131,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
98,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
110,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0.0,0,,0.0,1|bld
181,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,141.0,0,0,0.0,0,,0.0,1|bld
365,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,81.0,0,0,0.0,0,,0.0,1|bld
103,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0.0,0,,0.0,1|bld
100,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
172,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0.0,0,,0.0,1|bld
161,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
70,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
152,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.0,0,0,0.0,0,,0.0,1|bld
172,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,0,0,0.0,0,,0.0,1|bld
153,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
72,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
146,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0.0,0,,0.0,1|bld
125,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
156,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100.0,0,0,0.0,0,,0.0,1|bld
110,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
238,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,0,0,0.0,0,,0.0,1|bld
121,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,71.0,0,0,0.0,0,,0.0,1|bld
116,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.0,0,0,0.0,0,,0.0,1|bld
182,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
227,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0,1,1,0.0,0,,0.0,1|bld
139,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
165,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,0,0,0.0,0,,0.0,1|bld
103,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80.0,0,0,0.0,0,,0.0,1|bld
288,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.0,1,0,0.0,0,,0.0,1|bld
125,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
72,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,0,0.0,0,,0.0,1|bld
124,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
183,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
179,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
140,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
114,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.0,0,0,0.0,0,,0.0,1|bld
131,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71.0,0,0,0.0,0,,0.0,1|bld
118,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0.0,0,,0.0,1|bld
155,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0.0,0,,0.0,1|bld
123,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123.0,0,0,0.0,0,,0.0,1|bld
160,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0.0,0,,0.0,1|bld
97,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
118,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0.0,0,,0.0,1|bld
270,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,0,0,0.0,0,,0.0,1|bld
107,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.0,0,0,0.0,0,,0.0,1|bld
90,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0.0,0,,0.0,1|bld
90,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0.0,0,,0.0,1|bld
184,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
70,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
124,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
159,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,84.0,0,0,0.0,0,,0.0,1|bld
102,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.0,0,1,0.0,0,,0.0,1|bld
156,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
156,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,0,0,0.0,0,,0.0,1|bld
176,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,121.0,0,0,0.0,0,,0.0,1|bld
127,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,91.0,0,0,0.0,0,,0.0,1|bld
160,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
155,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
115,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0.0,0,,0.0,1|bld
151,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
114,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0.0,0,,0.0,1|bld
103,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,102.0,0,0,0.0,0,,0.0,1|bld
137,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
127,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
209,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,0,0,0.0,0,,0.0,1|bld
72,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
253,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.0,0,1,0.0,0,,0.0,1|bld
83,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0.0,0,,0.0,1|bld
171,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0.0,0,,0.0,1|bld
102,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.0,0,1,0.0,0,,0.0,1|bld
134,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
145,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
181,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
108,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
199,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
93,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,73.0,0,0,0.0,0,,0.0,1|bld
290,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.0,1,0,0.0,0,,0.0,1|bld
157,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,129.0,0,0,0.0,0,,0.0,1|bld
84,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
126,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,79.0,0,0,0.0,0,,0.0,1|bld
113,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
91,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0.0,0,,0.0,1|bld
170,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
207,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0.0,0,,0.0,1|bld
274,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128.0,1,0,0.0,0,,0.0,1|bld
115,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,114.0,0,0,0.0,0,,0.0,1|bld
170,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
112,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
71,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
209,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0.0,0,,0.0,1|bld
85,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
116,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
113,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
107,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
148,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,80.0,0,0,0.0,0,,0.0,1|bld
181,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,55.0,0,1,0.0,0,,0.0,1|bld
131,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
153,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,1,0.0,0,,0.0,1|bld
185,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
86,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,1,0.0,0,,0.0,1|bld
82,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
290,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0.0,0,,0.0,1|bld
156,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,0,0,0.0,0,,0.0,1|bld
87,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0.0,0,,0.0,1|bld
163,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
128,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
186,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0.0,0,,0.0,1|bld
180,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
123,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.0,0,0,0.0,0,,0.0,1|bld
222,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.0,1,0,0.0,0,,0.0,1|bld
83,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,1,0.0,0,,0.0,1|bld
199,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
246,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,0,0,0.0,0,,0.0,1|bld
196,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,104.0,0,0,0.0,0,,0.0,1|bld
70,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
131,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,1,0.0,0,,0.0,1|bld
186,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,0,0.0,0,,0.0,1|bld
102,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,0,0.0,0,,0.0,1|bld
151,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,69.0,0,0,0.0,0,,0.0,1|bld
109,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0.0,0,,0.0,1|bld
123,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
118,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,105.0,0,0,0.0,0,,0.0,1|bld
138,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0,0,0.0,0,,0.0,1|bld
262,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,1,0,0.0,0,,0.0,1|bld
114,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
121,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
156,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
182,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,124.0,0,0,0.0,0,,0.0,1|bld
169,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,64.0,0,0,0.0,0,,0.0,1|bld
132,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0.0,0,,0.0,1|bld
129,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,86.0,0,0,0.0,0,,0.0,1|bld
145,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
127,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61.0,0,0,0.0,0,,0.0,1|bld
163,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,76.0,0,0,0.0,0,,0.0,1|bld
76,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
343,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
145,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
105,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
251,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,1,0,0.0,0,,0.0,1|bld
96,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,76.0,0,0,0.0,0,,0.0,1|bld
75,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
