id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0
1,2,1|bld,5.800000000000001,0.362190934,SUV,2,F,B,1,hybrid,161,73.0,black,M,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184
5637,2,1|bld,6.08,0.413714637,SEDAN,1,F,B,6,petrol,90,99.0,blue,S,1,weekday,12pm - 6pm,12,661.2506842743686,0.0,0,0,0.0
5638,1,1|bld,6.62,0.2396048665,SUV,3,M,B,5,petrol,191,83.0,gray,S,0,weekday,6am - 12pm,6,656.8285003552486,0.0,0,0,0.0
5639,3,1|bld,5.880000000000001,0.35075906,SEDAN,1,M,E,1,petrol,119,64.0,black,M,1,weekday,6pm - 12am,6,650.8326072587117,0.0,0,0,0.0
5640,4,2|val,5.880000000000001,0.053319025,SEDAN,3,F,A,4,hybrid,88,97.0,white,M,0,weekday,6am - 12pm,6,645.0000757781348,0.0,0,0,0.0
5641,4,2|val,-2.709999999999999,0.451591738,SUV,2,F,B,5,hybrid,198,92.0,white,M,0,weekday,6pm - 12am,6,645.6274142789949,1.0,0,0,0.0
5642,2,1|bld,6.41,0.951078492,SEDAN,2,M,C,2,petrol,74,66.0,white,M,1,weekday,12pm - 6pm,12,651.0220895482177,1.0,0,0,0.0
5643,2,1|bld,6.34,0.299698521,UTE,3,F,A,3,petrol,211,92.0,white,M,0,weekend,12pm - 6pm,12,655.1260966631357,0.0,0,0,0.0
5644,1,1|bld,6.16,0.166034556,SEDAN,1,F,B,3,hybrid,132,108.0,gray,S,1,weekend,12pm - 6pm,12,644.7750917138367,0.0,0,0,0.0
5645,1,1|bld,5.680000000000001,0.680075058,SUV,2,F,C,3,petrol,147,84.0,white,S,1,weekday,6am - 12pm,12,657.62675514275,0.0,0,0,0.0
5646,1,1|bld,6.140000000000001,0.999320825,SEDAN,2,M,C,4,electric,145,103.0,black,M,1,weekday,12am - 6 am,12,644.2979311355705,1.0,0,0,0.0
5647,4,2|val,5.800000000000001,0.095992877,SEDAN,1,M,B,3,petrol,81,103.0,gray,M,1,weekday,12pm - 6pm,12,644.6489377638815,0.0,0,0,0.0
5648,1,1|bld,4.23,0.999331607,HDTOP,3,F,F,4,petrol,239,72.0,white,M,1,weekday,12pm - 6pm,12,682.5475973320275,1.0,0,0,0.0
5649,2,1|bld,4.73,0.579676826,STNWG,1,F,F,4,petrol,193,74.0,white,S,1,weekday,12pm - 6pm,12,641.1732785327789,0.0,0,0,0.0
5650,2,1|bld,6.050000000000001,0.860901454,SEDAN,1,M,A,1,petrol,71,55.0,black,S,1,weekend,12pm - 6pm,12,656.0815480241896,0.0,0,0,0.0
5651,2,1|bld,6.58,0.0673810025,SEDAN,3,M,A,5,petrol,75,83.0,blue,S,0,weekday,12pm - 6pm,6,650.8662457592658,0.0,0,0,0.0
5652,3,1|bld,6.42,0.2741399145,STNWG,4,F,F,3,petrol,179,113.0,black,M,0,weekend,6am - 12pm,6,688.4014557560992,0.0,0,0,0.0
5653,3,1|bld,6.41,0.14570342,SEDAN,2,F,C,4,hybrid,148,89.0,silver,M,0,weekday,6am - 12pm,12,648.3671494923211,0.0,0,0,0.0
5654,2,1|bld,5.9,0.188470582,SEDAN,2,M,B,4,petrol,149,91.0,white,M,1,weekday,6am - 12pm,6,651.2612244464935,0.0,0,0,0.0
5655,4,2|val,4.630000000000001,0.84752082,COUPE,2,F,C,2,petrol,237,90.0,gray,S,1,weekday,6am - 12pm,12,633.9082650429257,1.0,0,0,0.0
5656,4,2|val,6.680000000000001,0.409177907,UTE,4,F,E,1,petrol,279,72.0,green,S,1,weekday,12pm - 6pm,12,649.1362933578558,0.0,0,0,0.0
5657,1,1|bld,6.53,0.142973432,SUV,3,M,A,5,hybrid,178,82.0,green,M,0,weekend,6pm - 12am,12,649.0974446766171,0.0,0,0,0.0
5658,2,1|bld,4.61,0.822444394,STNWG,1,M,B,4,dissel,192,74.0,red,M,1,weekday,12pm - 6pm,12,641.3240001111749,0.0,0,0,0.0
5659,4,2|val,5.35,0.983974702,SEDAN,2,M,B,1,petrol,122,103.0,silver,M,0,weekday,12pm - 6pm,12,651.8297451791365,1.0,0,0,0.0
5660,2,1|bld,5.09,0.683509978,STNWG,3,F,A,4,petrol,148,93.0,black,M,0,weekday,6pm - 12am,12,648.1191727326344,0.0,0,0,0.0
5661,4,2|val,4.720000000000001,0.1498312185,TRUCK,3,F,D,4,dissel,253,58.0,black,M,1,weekend,6pm - 12am,6,654.224789642813,0.0,0,0,0.0
5662,4,2|val,5.67,0.208597115,SEDAN,2,M,B,3,petrol,135,137.0,silver,S,1,weekday,12pm - 6pm,12,662.231730510854,0.0,0,0,0.0
5663,2,1|bld,3.54,0.357529791,STNWG,3,F,C,5,dissel,122,69.0,gray,M,0,weekend,6am - 12pm,6,651.6207116279243,0.0,0,0,0.0
5664,1,1|bld,4.36,0.3611377695,STNWG,1,M,C,3,dissel,189,98.0,red,S,1,weekday,12pm - 6pm,6,660.2383029061401,0.0,0,0,0.0
5665,3,1|bld,6.62,0.838781896,SUV,3,F,E,3,dissel,167,75.0,silver,S,1,weekday,6am - 12pm,12,650.2159186723784,0.0,0,0,0.0
5666,1,1|bld,6.29,0.1371934145,SUV,3,F,A,2,hybrid,154,55.0,black,M,0,weekday,6pm - 12am,6,667.5368672877372,0.0,0,0,0.0
5667,4,2|val,6.41,0.300987913,SEDAN,3,M,E,1,petrol,80,73.0,black,S,1,weekday,6am - 12pm,12,651.2944317669504,0.0,0,0,0.0
5668,2,1|bld,6.8500000000000005,0.0145789955,SUV,4,M,A,3,electric,180,99.0,white,M,1,weekday,6am - 12pm,6,646.648504007001,0.0,0,0,0.0
5669,1,1|bld,1.6600000000000001,0.333730991,STNWG,2,M,A,5,petrol,168,74.0,black,S,1,weekday,6am - 12pm,12,649.0240246308983,0.0,0,0,0.0
5670,2,1|bld,6.130000000000001,0.050316307,SEDAN,3,F,A,6,petrol,81,106.0,gray,S,0,weekday,6am - 12pm,12,656.4768917173934,0.0,0,0,0.0
5671,1,1|bld,6.550000000000001,0.152738063,SUV,3,M,C,3,dissel,114,93.0,black,M,1,weekday,6pm - 12am,12,641.436928757724,0.0,0,0,0.0
5672,3,1|bld,4.84,0.366326985,SUV,1,F,B,2,petrol,185,84.0,brown,S,1,weekday,6pm - 12am,12,645.3292218088262,0.0,0,0,0.0
5673,2,1|bld,6.7,0.168672272,SEDAN,3,F,A,6,electric,139,93.0,silver,S,1,weekday,6am - 12pm,12,648.8483176843118,0.0,0,0,0.0
5674,1,1|bld,2.7800000000000002,0.999370146,UTE,1,M,F,4,hybrid,168,58.0,gray,S,1,weekday,12pm - 6pm,12,667.3581242562293,1.0,0,0,0.0
5675,1,1|bld,6.15,0.373538461,STNWG,4,M,D,5,dissel,196,69.0,blue,M,0,weekend,12pm - 6pm,12,649.5664027515385,0.0,0,0,0.0
5676,3,1|bld,4.3100000000000005,0.169441446,SUV,1,M,D,5,petrol,158,70.0,blue,M,1,weekday,12pm - 6pm,6,677.9650708313832,0.0,0,0,0.0
5677,2,1|bld,5.8500000000000005,0.41137196,TRUCK,1,F,B,1,dissel,252,61.0,white,M,1,weekday,12am - 6 am,12,649.5708149224982,0.0,0,0,0.0
5678,1,1|bld,6.0,0.499684805,SUV,1,M,E,6,petrol,145,81.0,red,S,1,weekday,6am - 12pm,6,665.6264543641915,1.0,0,0,0.0
5679,4,2|val,3.0,0.898640135,TRUCK,1,F,E,4,dissel,326,112.0,brown,M,1,weekday,6am - 12pm,12,662.8477123962149,1.0,0,0,0.0
5680,1,1|bld,5.0,0.460136671,SEDAN,1,M,E,3,petrol,142,83.0,red,S,1,weekend,12pm - 6pm,12,671.224894679886,0.0,0,0,0.0
5681,4,2|val,4.59,0.34967502,STNWG,1,F,C,2,petrol,116,74.0,white,M,1,weekday,6pm - 12am,12,653.249090991379,0.0,0,0,0.0
5682,4,2|val,5.57,0.831224393,SUV,2,F,A,5,petrol,175,89.0,gray,S,0,weekday,12pm - 6pm,12,650.5164078236635,0.0,0,0,0.0
5683,1,1|bld,4.59,0.223852852,SUV,1,F,C,5,dissel,169,82.0,brown,S,1,weekend,6pm - 12am,12,644.7621809113646,0.0,0,0,0.0
5684,1,1|bld,6.2700000000000005,0.740314615,SEDAN,1,M,B,2,petrol,110,103.0,white,S,1,weekday,12am - 6 am,12,641.6827059559619,0.0,0,0,0.0
5685,2,1|bld,5.1,0.359897086,TRUCK,2,F,E,4,dissel,270,75.0,gray,S,1,weekend,12pm - 6pm,12,647.9098004055986,0.0,0,0,0.0
5686,1,1|bld,4.59,0.257026462,STNWG,3,F,B,3,petrol,180,81.0,black,S,0,weekday,12pm - 6pm,12,641.0804165796222,0.0,0,0,0.0
5687,4,2|val,2.6400000000000006,0.475311511,STNWG,1,F,D,3,petrol,173,97.0,blue,M,1,weekday,12pm - 6pm,12,649.8403252297486,0.0,0,0,0.0
5688,2,1|bld,4.75,0.4031263765,SUV,1,M,A,4,hybrid,171,87.0,white,M,1,weekday,6am - 12pm,6,651.8628873521053,0.0,0,0,0.0
5689,2,1|bld,5.65,0.6545584,SUV,1,M,B,5,petrol,112,89.0,yellow,S,1,weekend,12pm - 6pm,12,649.0877671757867,0.0,0,0,0.0
5690,1,1|bld,5.98,0.83216634,SUV,3,M,A,3,petrol,159,133.0,white,M,0,weekday,6pm - 12am,12,651.3480831687122,0.0,0,0,0.0
5691,2,1|bld,7.13,0.2983454885,SEDAN,4,F,B,5,petrol,104,125.0,black,M,1,weekday,12pm - 6pm,6,642.2798281300816,0.0,0,0,0.0
5692,3,1|bld,4.53,0.10372851,STNWG,3,F,F,3,dissel,182,94.0,white,M,1,weekday,6am - 12pm,12,644.694562792757,0.0,0,0,0.0
5693,4,2|val,6.42,0.848773455,SEDAN,2,M,D,2,electric,114,79.0,blue,S,1,weekday,6am - 12pm,12,664.7079122860541,0.0,0,0,0.0
5694,2,1|bld,6.28,0.342497147,SUV,4,M,A,3,petrol,163,81.0,black,M,1,weekday,6am - 12pm,12,668.266215219584,0.0,0,0,0.0
5695,2,1|bld,6.1000000000000005,0.872532535,SUV,3,M,B,1,petrol,194,86.0,white,S,0,weekday,12am - 6 am,12,661.1833320440769,1.0,0,0,0.0
5696,4,2|val,4.960000000000001,0.282383943,STNWG,3,F,F,3,petrol,116,75.0,green,S,1,weekday,6am - 12pm,12,667.9153141983412,0.0,0,0,0.0
5697,1,1|bld,5.640000000000001,0.415670089,SUV,3,M,E,6,petrol,161,85.0,black,M,0,weekday,12pm - 6pm,12,667.4971061891849,0.0,0,0,0.0
5698,3,1|bld,6.5600000000000005,0.359803702,SEDAN,3,M,A,2,petrol,102,119.0,gray,M,1,weekday,12pm - 6pm,12,643.620806011989,0.0,0,0,0.0
5699,1,1|bld,6.5600000000000005,0.254629664,SUV,3,M,C,4,electric,184,65.0,gray,M,0,weekday,12pm - 6pm,12,653.8699778353745,0.0,0,0,0.0
5700,4,2|val,5.73,0.41158611,SEDAN,2,M,A,4,hybrid,120,75.0,silver,M,1,weekday,6pm - 12am,6,657.5813134239128,0.0,0,0,0.0
5701,4,2|val,4.890000000000001,0.658269457,SUV,1,F,A,4,petrol,181,82.0,white,S,1,weekday,12pm - 6pm,12,692.7841070751931,0.0,0,0,0.0
5702,3,1|bld,4.51,0.290040461,STNWG,3,F,C,3,petrol,146,89.0,gray,M,1,weekday,6pm - 12am,6,660.2313506967417,0.0,0,0,0.0
5703,3,1|bld,4.76,0.272156574,SUV,1,F,B,6,electric,124,96.0,gray,S,0,weekday,6am - 12pm,12,640.4493042805161,0.0,0,0,0.0
5704,2,1|bld,4.9,0.262596697,SUV,2,M,C,1,hybrid,106,83.0,red,S,1,weekend,12pm - 6pm,12,649.2102327838984,0.0,0,0,0.0
5705,3,1|bld,7.12,0.167298005,SEDAN,4,F,A,6,petrol,92,56.0,white,S,1,weekday,12pm - 6pm,12,652.9930521676591,0.0,0,0,0.0
5706,2,1|bld,7.16,0.768436476,SEDAN,4,F,A,2,petrol,93,55.0,green,S,1,weekend,12pm - 6pm,12,652.2453029455528,0.0,0,0,0.0
5707,4,2|val,5.7,0.2937614205,SEDAN,2,F,B,6,dissel,147,118.0,white,M,1,weekend,6pm - 12am,6,659.0198223507359,0.0,0,0,0.0
5708,3,1|bld,7.0600000000000005,0.2858491725,SEDAN,4,M,C,3,hybrid,85,96.0,yellow,S,1,weekday,6am - 12pm,6,647.8769272465463,0.0,0,0,0.0
5709,2,1|bld,3.7600000000000002,0.099086988,STNWG,2,F,F,1,petrol,120,77.0,blue,M,1,weekday,6am - 12pm,12,667.3213001392198,0.0,0,0,0.0
5710,2,1|bld,6.21,0.279717163,STNWG,4,F,D,6,petrol,156,120.0,brown,S,1,weekday,6am - 12pm,12,657.055733318938,0.0,0,0,0.0
5711,3,1|bld,7.28,0.379869206,SEDAN,4,F,C,4,dissel,100,58.0,white,S,1,weekday,12pm - 6pm,12,651.392331066573,0.0,0,0,0.0
5712,3,1|bld,5.74,0.415198875,SUV,2,M,A,2,petrol,135,102.0,blue,S,0,weekday,6am - 12pm,12,650.0303329213549,0.0,0,0,0.0
5713,4,2|val,3.1400000000000006,0.1161144265,STNWG,2,F,B,4,petrol,207,90.0,white,M,1,weekday,12pm - 6pm,6,635.2292917046573,0.0,0,0,0.0
5714,3,1|bld,6.53,0.347604389,SEDAN,3,F,C,2,petrol,101,82.0,yellow,M,0,weekend,6pm - 12am,12,663.258571223214,0.0,0,0,0.0
5715,3,1|bld,6.0600000000000005,0.837471631,TRUCK,2,F,B,4,dissel,224,109.0,white,S,1,weekend,6am - 12pm,12,664.0715141389876,0.0,0,0,0.0
5716,4,2|val,6.76,0.896520203,SEDAN,3,M,B,4,petrol,126,105.0,white,S,1,weekday,6am - 12pm,12,649.51173824165,1.0,0,0,0.0
5717,4,2|val,5.99,0.98021574,HDTOP,3,F,C,3,petrol,237,108.0,white,S,1,weekday,6am - 12pm,12,667.7185013806295,1.0,0,0,0.0
5718,3,1|bld,6.25,0.0610565935,SEDAN,2,M,F,2,petrol,132,83.0,silver,M,0,weekend,6am - 12pm,6,670.2660763936728,0.0,0,0,0.0
5719,3,1|bld,4.550000000000001,0.769164691,UTE,1,F,F,3,dissel,270,74.0,white,S,1,weekday,6am - 12pm,12,639.7324828345935,0.0,0,0,0.0
5720,4,2|val,6.09,0.317366356,SEDAN,1,M,B,5,petrol,71,110.0,brown,M,0,weekday,12pm - 6pm,12,654.5081776670419,0.0,0,0,0.0
5721,2,1|bld,6.74,0.772216619,SUV,4,M,B,3,petrol,180,93.0,white,M,1,weekday,6am - 12pm,12,676.6826821769605,0.0,0,0,0.0
5722,4,2|val,4.83,0.241074627,STNWG,1,F,C,2,dissel,183,72.0,green,S,0,weekday,12pm - 6pm,6,637.4522743585471,0.0,0,0,0.0
5723,3,1|bld,5.35,0.040584851,SUV,1,M,C,3,dissel,120,110.0,green,M,1,weekend,12pm - 6pm,6,644.5220382516778,0.0,0,0,0.0
5724,3,1|bld,6.61,0.300089369,SEDAN,3,M,B,2,petrol,125,80.0,blue,S,1,weekday,12am - 6 am,12,640.8146758743396,0.0,0,0,0.0
5725,3,1|bld,7.13,0.910953192,SEDAN,4,F,C,2,petrol,74,55.0,red,S,0,weekday,12pm - 6pm,12,663.6247107172733,1.0,0,0,0.0
5726,2,1|bld,5.37,0.4996847885,SUV,1,M,D,3,hybrid,151,91.0,yellow,S,0,weekday,6am - 12pm,6,640.9151307509109,1.0,0,0,0.0
5727,2,1|bld,6.33,0.809106268,SEDAN,3,M,E,4,petrol,138,73.0,white,M,0,weekday,12pm - 6pm,12,640.3851067314898,0.0,0,0,0.0
5728,3,1|bld,6.3500000000000005,0.296721234,STNWG,4,M,C,5,dissel,159,94.0,gray,M,0,weekday,6am - 12pm,12,656.8630312553474,0.0,0,0,0.0
5729,4,2|val,6.66,0.264282943,SEDAN,3,M,C,5,petrol,91,88.0,white,M,1,weekday,6pm - 12am,6,651.8336263518283,0.0,0,0,0.0
5730,2,1|bld,4.85,0.397994281,STNWG,2,M,C,4,hybrid,136,85.0,blue,M,0,weekend,6am - 12pm,12,698.7863481736879,0.0,0,0,0.0
5731,2,1|bld,6.0200000000000005,0.261759845,SUV,2,M,C,6,hybrid,128,101.0,black,S,1,weekday,6am - 12pm,6,647.2061532348879,0.0,0,0,0.0
5732,1,1|bld,6.2,0.660890439,SEDAN,1,M,A,3,electric,121,93.0,white,S,1,weekday,6am - 12pm,12,643.8098688545826,0.0,0,0,0.0
5733,2,1|bld,5.73,0.69458661,SUV,2,F,E,1,petrol,142,88.0,black,M,1,weekday,6pm - 12am,12,650.8592326725524,0.0,0,0,0.0
5734,1,1|bld,4.720000000000001,0.55755909,STNWG,2,M,A,3,dissel,141,137.0,green,S,1,weekday,6am - 12pm,12,645.5033628673373,0.0,0,0,0.0
5735,4,2|val,5.71,0.912142385,SEDAN,2,F,C,5,hybrid,123,83.0,brown,S,0,weekday,6pm - 12am,12,671.0225949375364,1.0,0,0,0.0
5736,1,1|bld,4.290000000000001,0.247763983,UTE,2,F,F,3,dissel,171,85.0,black,M,1,weekday,12pm - 6pm,12,651.8506611708009,0.0,0,0,0.0
5737,1,1|bld,5.91,0.272094611,SUV,3,F,C,3,petrol,162,89.0,black,S,0,weekday,6pm - 12am,6,648.6525758567296,0.0,0,0,0.0
5738,3,1|bld,6.19,0.4019117435,SUV,3,F,E,5,petrol,186,109.0,black,M,0,weekday,6am - 12pm,6,647.0886957529576,0.0,0,0,0.0
5739,3,1|bld,5.8500000000000005,0.4573082905,STNWG,4,F,F,2,dissel,151,97.0,white,S,1,weekday,12am - 6 am,6,642.4073360931246,1.0,0,0,0.0
5740,3,1|bld,6.3500000000000005,0.267771314,SEDAN,2,M,A,2,electric,78,68.0,black,M,1,weekend,6pm - 12am,12,654.9014566229771,0.0,0,0,0.0
5741,3,1|bld,4.790000000000001,0.3659843355,STNWG,2,F,B,2,dissel,186,83.0,blue,S,1,weekday,12pm - 6pm,6,661.7844614104289,0.0,0,0,0.0
5742,1,1|bld,5.8500000000000005,0.49033842,TRUCK,1,M,D,5,dissel,323,71.0,red,S,1,weekday,12pm - 6pm,6,657.6789695542255,1.0,0,0,0.0
5743,3,1|bld,6.28,0.287594862,SEDAN,1,M,A,1,petrol,99,82.0,white,S,1,weekend,6pm - 12am,12,654.3766168196806,0.0,0,0,0.0
5744,3,1|bld,5.970000000000001,0.508544541,SUV,2,M,B,4,petrol,194,113.0,brown,S,0,weekday,6pm - 12am,12,673.8736006962268,0.0,0,0,0.0
5745,3,1|bld,4.85,0.65215931,STNWG,3,M,F,2,petrol,166,74.0,red,M,1,weekday,6am - 12pm,12,649.12037460504,0.0,0,0,0.0
5746,3,1|bld,5.42,0.768787138,SEDAN,2,M,B,2,petrol,98,104.0,black,M,1,weekday,6am - 12pm,12,649.5439483864461,0.0,0,0,0.0
5747,2,1|bld,5.050000000000001,0.750139944,STNWG,2,M,A,5,petrol,160,80.0,brown,M,1,weekday,6pm - 12am,12,649.5621967051311,0.0,0,0,0.0
5748,2,1|bld,6.430000000000001,0.143367638,SUV,3,M,C,5,electric,150,91.0,white,S,1,weekday,6pm - 12am,6,641.106580266199,0.0,0,0,0.0
5749,3,1|bld,6.33,0.2977948605,SEDAN,2,M,A,1,hybrid,77,72.0,black,S,1,weekday,6pm - 12am,6,678.4370174881959,0.0,0,0,0.0
5750,3,1|bld,7.1000000000000005,0.672506174,UTE,4,F,D,4,petrol,164,101.0,gray,M,0,weekday,6am - 12pm,12,649.981033373965,0.0,0,0,0.0
5751,4,2|val,6.33,0.361192982,SEDAN,3,M,D,3,petrol,119,71.0,white,M,0,weekday,12pm - 6pm,6,641.8040232781557,0.0,0,0,0.0
5752,3,1|bld,5.95,0.140346535,STNWG,3,M,A,2,dissel,100,92.0,white,M,0,weekday,12pm - 6pm,12,658.2581628219796,0.0,0,0,0.0
5753,2,1|bld,5.69,0.116657877,STNWG,2,F,B,3,dissel,208,96.0,silver,M,1,weekday,6am - 12pm,12,644.9268551350657,0.0,0,0,0.0
5754,1,1|bld,6.1000000000000005,0.521067663,SEDAN,1,F,C,2,petrol,116,98.0,black,M,1,weekend,12pm - 6pm,12,666.1519874340242,0.0,0,0,0.0
5755,2,1|bld,5.540000000000001,0.463813393,SUV,2,F,F,3,electric,108,88.0,blue,M,1,weekday,6am - 12pm,12,648.9053641265295,0.0,0,0,0.0
5756,4,2|val,5.5600000000000005,0.2834642745,UTE,2,F,A,4,dissel,262,97.0,green,S,1,weekday,6am - 12pm,6,638.0330473219911,0.0,0,0,0.0
5757,2,1|bld,7.0,0.63684414,PANVN,4,F,C,3,dissel,65,121.0,black,S,0,weekday,6am - 12pm,12,651.8775805187141,0.0,0,0,0.0
5758,4,2|val,6.5,0.330679195,STNWG,4,F,A,6,petrol,147,108.0,gray,M,0,weekend,6am - 12pm,12,646.6629327441568,0.0,0,0,0.0
5759,1,1|bld,3.0200000000000005,0.600719593,UTE,1,F,D,4,electric,265,80.0,red,S,0,weekday,6am - 12pm,12,644.9509263849708,0.0,0,0,0.0
5760,2,1|bld,7.08,0.548175784,SEDAN,4,M,C,4,petrol,91,100.0,gray,M,1,weekday,12pm - 6pm,12,646.6557560543604,0.0,0,0,0.0
5761,1,1|bld,6.91,0.034944738,UTE,4,F,C,2,dissel,263,61.0,black,S,0,weekend,12pm - 6pm,12,649.6761862977003,0.0,0,0,0.0
5762,3,1|bld,3.7600000000000002,0.179192147,HDTOP,2,F,F,1,dissel,242,63.0,white,S,1,weekday,12pm - 6pm,6,644.2981460594195,0.0,0,0,0.0
5763,3,1|bld,5.34,0.656479544,STNWG,2,F,D,4,petrol,105,89.0,blue,M,1,weekday,12pm - 6pm,12,660.616392609719,0.0,0,0,0.0
5764,4,2|val,5.62,0.221271767,SUV,1,F,D,3,petrol,145,107.0,blue,M,1,weekday,12pm - 6pm,6,662.2205708213587,0.0,0,0,0.0
5765,3,1|bld,5.58,0.719413136,SEDAN,2,F,C,4,petrol,117,102.0,white,S,0,weekday,6pm - 12am,12,652.1445051073556,0.0,0,0,0.0
5766,3,1|bld,3.0700000000000003,0.852793675,STNWG,2,M,F,4,petrol,158,87.0,blue,S,1,weekday,6am - 12pm,12,652.5548694331421,0.0,0,0,0.0
5767,3,1|bld,5.83,0.745000735,SUV,2,M,D,3,petrol,175,131.0,silver,S,0,weekend,6pm - 12am,12,641.3355526031082,0.0,0,0,0.0
5768,4,2|val,5.59,0.610584515,SEDAN,1,F,A,2,dissel,119,107.0,gray,M,0,weekday,12pm - 6pm,12,649.6633042113252,0.0,0,0,0.0
5769,2,1|bld,7.01,0.062860039,SEDAN,4,M,A,2,petrol,97,94.0,red,S,0,weekend,12pm - 6pm,12,680.0012754932017,0.0,0,0,0.0
5770,4,2|val,4.85,0.969387811,STNWG,3,F,D,3,dissel,120,69.0,gray,S,1,weekday,6am - 12pm,12,667.3007476307358,1.0,0,0,0.0
5771,3,1|bld,5.640000000000001,0.438596351,STNWG,4,F,F,2,dissel,182,74.0,blue,S,0,weekday,6am - 12pm,12,650.1685589310181,0.0,0,0,0.0
5772,4,2|val,3.7700000000000005,0.155633924,STNWG,1,F,F,4,petrol,172,68.0,gray,M,1,weekend,6am - 12pm,6,649.3244806926907,0.0,0,0,0.0
5773,4,2|val,6.3100000000000005,0.448588231,SEDAN,2,F,D,5,petrol,73,92.0,blue,S,1,weekday,6am - 12pm,6,664.5929425673886,1.0,0,0,0.0
5774,2,1|bld,6.46,0.870961002,SUV,3,M,C,2,petrol,174,81.0,white,M,1,weekday,12pm - 6pm,12,668.5705525584383,0.0,0,0,0.0
5775,1,1|bld,6.03,0.396088433,SEDAN,1,M,A,5,petrol,99,69.0,red,S,1,weekday,6am - 12pm,6,649.5988223815336,0.0,0,0,0.0
5776,2,1|bld,3.64,0.373272644,UTE,1,F,B,3,hybrid,164,70.0,red,S,1,weekday,12pm - 6pm,12,666.367866909087,0.0,0,0,0.0
5777,2,1|bld,6.53,0.474152058,STNWG,4,F,D,5,dissel,151,119.0,gray,M,1,weekday,6am - 12pm,12,660.1573653131646,0.0,0,0,0.0
5778,4,2|val,5.94,0.416027325,SEDAN,2,M,C,3,petrol,142,59.0,blue,S,1,weekday,6pm - 12am,12,652.8325249074073,0.0,0,0,0.0
5779,3,1|bld,6.54,0.604561941,SEDAN,3,M,A,5,dissel,92,100.0,white,M,1,weekday,12pm - 6pm,12,648.7740214474189,0.0,0,0,0.0
5780,2,1|bld,4.65,0.4701314025,STNWG,3,F,F,4,petrol,190,110.0,gray,S,0,weekday,6pm - 12am,6,654.7317032855917,1.0,0,0,0.0
5781,2,1|bld,6.720000000000001,0.197599976,SEDAN,4,M,D,6,electric,115,75.0,gray,M,1,weekday,6am - 12pm,12,650.9551880917816,0.0,0,0,0.0
5782,2,1|bld,4.82,0.682265317,SEDAN,3,M,D,2,dissel,123,78.0,red,S,0,weekday,12pm - 6pm,12,655.2216990089921,0.0,0,0,0.0
5783,2,1|bld,2.91,0.074960084,STNWG,2,M,C,4,petrol,126,73.0,gray,M,1,weekday,6am - 12pm,6,674.971223893837,0.0,0,0,0.0
5784,3,1|bld,6.62,0.2021213405,UTE,4,F,D,3,petrol,262,75.0,yellow,S,0,weekday,6pm - 12am,6,658.8129108684802,0.0,0,0,0.0
5785,1,1|bld,4.710000000000001,0.0517534075,STNWG,1,M,C,3,electric,116,55.0,gray,S,1,weekday,12pm - 6pm,6,638.913813660615,0.0,0,0,0.0
5786,2,1|bld,6.5,0.4386532015,SEDAN,2,M,A,1,petrol,148,73.0,white,M,1,weekday,6am - 12pm,6,673.6873811398341,1.0,0,0,0.0
5787,4,2|val,6.24,0.961331447,SEDAN,2,M,D,3,dissel,128,99.0,white,M,1,weekday,12pm - 6pm,12,650.5475609423182,1.0,0,0,0.0
5788,4,2|val,5.6000000000000005,0.448947752,SUV,2,F,A,4,petrol,151,83.0,gray,M,0,weekend,6am - 12pm,12,658.1405048317062,0.0,0,0,0.0
5789,4,2|val,5.43,0.213650656,SEDAN,1,F,B,4,electric,152,103.0,brown,S,1,weekday,12pm - 6pm,12,656.941651251664,0.0,0,0,0.0
5790,1,1|bld,4.75,0.419646547,STNWG,2,M,C,3,dissel,137,86.0,black,S,1,weekday,12pm - 6pm,6,660.9318237631409,0.0,0,0,0.0
5791,1,1|bld,1.3600000000000003,0.044160422,STNWG,1,F,C,4,petrol,120,58.0,yellow,S,1,weekday,6am - 12pm,6,649.6833305105067,0.0,0,0,0.0
5792,3,1|bld,6.0200000000000005,0.14579284,SEDAN,1,F,A,1,petrol,102,71.0,silver,M,1,weekday,12pm - 6pm,12,668.9006657425841,0.0,0,0,0.0
5793,2,1|bld,5.880000000000001,0.876892253,SUV,3,M,A,6,petrol,150,74.0,black,M,0,weekend,6am - 12pm,12,654.8379063364631,1.0,0,0,0.0
5794,2,1|bld,4.93,0.240425931,HDTOP,3,F,A,2,petrol,235,81.0,brown,S,0,weekday,12pm - 6pm,12,653.6540219491968,0.0,0,0,0.0
5795,4,2|val,4.0,0.454606447,STNWG,2,M,F,2,petrol,159,85.0,white,S,1,weekend,12pm - 6pm,12,660.9133931739324,0.0,0,0,0.0
5796,4,2|val,6.23,0.451665056,SEDAN,3,M,C,4,petrol,101,84.0,black,M,1,weekday,12pm - 6pm,6,678.483210997815,1.0,0,0,0.0
5797,3,1|bld,6.07,0.596122435,SUV,3,F,D,1,petrol,128,81.0,black,S,1,weekday,6am - 12pm,12,660.6282483600207,0.0,0,0,0.0
